No,Review
57,"4.5/5 ?
Sebenarnya cuma mau kasih empat bintang mengingat aku gak suka sama endingnya. Tapi setelah dipikir lagi itu memang ending paling realistis sih untuk Tania, so i'll gave five stars. Tapi eh tetapi tetap setengah hati dengan endingnya, jadinya kasih 4.5.
Ini karya kedua dari Tere Liye yang aku baca, dan untuk kedua kali pula alur maju-mundur yang dipakai Tere adalah faktor kuat yang berhasil membuat aku penasaran setengah mati. Apakah ini ciri khas dari buku-buku Tere Liye?
Tidak hanya alur, ini juga adalah kali kedua aku mendapati kesamaan tokoh dengan buku sebelumnya. Tokoh wanita dengan pergulatan hati yang sangat meresahkan, mempertanyakan apakah si tokoh pria juga menyukainya. Dan tokoh pria, yang lebih banyak diam tentang perasaannya. Tidak pernah mengungkit apa-apa dan tidak pernah menujukkan tanda apa-apa. I wonder, apakah semua tokoh di buku-buku Tere liye seperti itu!? :)
Berbicara tentang tokoh dan karakter, satu poin yang membuat aku menyukai setiap buku Tere Liye adalah beliau selalu memberikan informasi detail tentang masing-masing tokoh utama, karakter tokoh yang dideskripsikan dengan lebih dalam, sehingga pembaca lebih mengenal para tokoh dengan baik.
Tokoh favorit aku adalah Dede. :D
Aku tidak menyangka jika dia adalah kunci dari semua permasalahan itu. Dan aku selalu dibuat tertawa dengan profil name nya kala chatting dengan Tania. Selalu kocak. What a super duper funny thing. 
Aku selalu suka setiap percakapan yang terjalin antara Dede dan Tania. 
Aku juga menyukai Tania. Dan aku sangat bangga padanya. Waw, she is an amazing girl. Aku menyukai fakta bahwa dia tetap bisa berprestasi bahkan nilainya lebih tinggi dari sebelumnya sementara hatinya terus galau bahkan ketika ia harus mengalami sakit hati yang sangat.
Sementara 'dia' alias Danar. Sedikit kecewa sebenarnya dan bikin gemes di akhir-akhir cerita. terlepas dari semua kebaikannya bak malaikat itu. Diamnya tidak hanya membuat Tania frustasi tapi aku juga. :/
Well, I finished this book dengan hati setengah lega setengah kecewa . ^^ 
I'll read another book of Tere liye.definitely. Untuk memastikan alur cerita dan karakter tokoh pria dan wanita-nya. hehe "
58,"My first love
He thinks that Im too young
He doesnt even know
Wish that I could tell him what Im feeling
cause Im feeling my first love 

Sepenggal lagu lawas First Love milik Nikka Costa saya pikir sudah cukup menggambarkan keseluruhan isi novel ini. Ini cerita tentang Tania, seorang perempuan cantik dan juga cerdas yang memendam perasaan cintanya selama 10 tahun pada seseorang yang telah menolong dirinya dan keluarganya (adik dan ibunya) lepas dari jerat kemiskinan dan kehidupan jalanan yang keras. Sejak berumur 11 tahun, Tania sudah merasakan cinta pertama dan terakhirnya kepada Danar yang berusia lebih tua 14 tahun darinya. Buku ini dipenuhi segala kegalauan dan kerisauan Tania mencintai diam-diam Danar yang ia anggap sosok malaikat sempurna bagi dirinya dan keluarganya. 

Tere Liye menggunakan penulisan orang pertama aku dengan point of view Tania sebagai narator kisah. Sebagian besar buku ini sebenarnya adalah flashback kenangan Tania bersama Danar selama 10 tahun; sejak pertemuan pertama Tania dan adiknya Dede dengan Danar di bus kota saat mereka berdua mengamen, terus berlanjut ketika Tania bersekolah SMP, SMA dan Kuliah di Singapura (Tania sebagai digambarkan sosok yang jenius) hingga saat ia kembali ke Indonesia.

Tere Liye jelas merupakan seorang penulis yang berbakat. Ini adalah pengalaman kedua saya mencicipi karya beliau setelah hafalan Shalat Delisa yang saya baca bertahun-tahun yang lalu. Dalam buku ini, terlihat kepiawaian Tere Liye dalam menggambarkan perasaan galau Tania dalam point of view orang pertamanya. Tapi, sayangnya hal tersebut tidak diimbangi oleh penjelasan setting cerita yang baik. Novel ini berpindah-pindah tempat antara Singapura dan Jakarta tapi sayang sekali deskripsinya terasa hambar dan kurang detail pada saat adegan flashback. Jelas sekali beliau memang tidak terlalu fokus pada setting melainkan pada karakternya utamanya yaitu Tania. Malahan, Saya rasa terlalu fokus pada karakter Tania sehingga membuat saya lumayan muak membaca berbagai keluh-kesah dan kerisauan hati Tania memendam cinta kepada Danar. 

Mirror on the wall
Does he care at all?
Does he ever notice me?
Does he ever found?

Sepenggalan lagu Nikka Costa itu terus terngiang-ngiang dalam kepala saya. Suara childish khas miliknya pun cocok sekali untuk saya imajinasikan menjadi suara Tania yang meskipun ber-IQ tinggi tapi sayang tidak diimbangi dengan EQ yang tinggi pula. Dan apakah akibat bagi seseorang yang memendam perasaannya pada orang lain dan mencabut satu-persatu kelopak sebuah bunga sambil main tebak-tebakan dalam hati? Well, life does not revolve around you, child. Danar, si Malaikat sempurna bagi Tania akhirnya menikah dengan orang lain. Hancurlah hidup Tania. Ini mini spoiler sih, tapi kisahnya masih lanjut lagi hehe :p

Karena daun yang jatuh tak pernah membenci angin, maka telanlah bulat-bulat nasibmu. Jangan melawan arah hembusan takdir. Begitu mungkin pesan novel ini. Sayang sekali, karena apabila si Daun melawan sedikit saja arah hembusan si Angin, maka mungkin ia tak akan jatuh ke tanah. Mungkin si Daun akan terbawa ke sungai, atau ke atap rumah sebelah, atau ke padang rumput , atau bahkan mungkin jatuh ke atas kepala manusia. Intinya, mungkin si Daun tak akan jatuh ke tanah. 

Ah, tapi si Daun hanyalah daun, tidak bisa membenci apalagi melawan angin. Maka yang terjadi terjadilah, si daun yang hanya bisa pasrah untuk jatuh ke atas tanah akibat tiupan angin tidak bisa berbuat apa-apa. Tidak membenci angin, tidak melawan hembusannya. Ia jatuh ke tanah, terinjak-injak dan akhirnya membusuk dimakan cacing, menyatu dengan tanah. Begitulah nasib Tania dan Danar. Meskipun mereka manusia dan jelas-jelas bukan daun, mereka memilih bertingkah seperti daun. 

Bahwa hidup harus menerima..penerimaan yang indah. Bahwa hidup harus mengerti..pengertian yang benar. Bahwa hidup harus memahami..pemahaman yang tulus. Tak peduli lewat apa penerimaan, pengertian dan pemahaman itu datang. Tak masalah meski lewat kejadian yang sedih dan menyakitkan. (hal.196)

Kalimat yang indah an bijak, tapi sangat berpotensi membuat manusia terjebak dalam fatalisme, sikap (terlalu) pasrah menjalani segala dinamika hidup. Saya pikir sebenarnya tokoh Danar pula yang memengaruhi Tania untuk terlalu fatalistik memandang segalanya. Karena saat ibu Tania dan Dede meninggal ketika mereka masih sangat kecil, ia berkata dengan maksud menenangkan keduanya begini:

Ketahuilah Tania dan Dede..Daun yang jatuh tak pernah membenci anginDia membiarkan dirinya jatuh begitu saja. Tak melawan. Mengikhlaskan semuanya. Taniam kau lebih dari dewasa untuk memahami kalimat itu..Tidak sekarang, esok lusa kau akan tahu artinya..Dan saat kau tahu apa artinya, semua ini akan terlihat berbeda. Kita harus pulang, Tania. (hal.63)

Nah kan. Akhirnya Danar terpaksa harus menelan pahit kata-kata yang ia ucapkan tersebut di akhir cerita. Makanya jangan sok filosofis, Om Danar. Oke, cukup emotional rantingnya. Jadinya malah subjektif banget review ini. Gak papa deh. Saya percaya bahwa kritik terhadap jalan cerita dan karakter sebuah buku adalah cara bagaimana kita sebagai pembaca dapat memetik hal-hal baik yang dapat diterapkan dalam kehidupan sehari-hari. Sebaliknya, contoh-contoh buruk yang dilakukan oleh karakter dalam buku dapat menjadi panduan kita untuk tidak melakukan kesalahan yang sama. 

Oke, balik lagi ke novel. Plus points: jalan cerita dan karakterisasi yang baik. Pacing cerita baik, lambat di bagian penting, cepat di bagian yang kurang begitu penting. Character development yang baik untuk tokoh Tania. Rentang waktu 10 tahun jelas membuat sifat seseorang berubah, hal tersebut mampu digambarkan dengan baik oleh Tere Liye. Minus points: settingnya kurang hidup dan ending yang bikin frustasi (baca: eksekusinya kasar). Character development yang sangat kurang bahkan tidak ada untuk karakter lain, Dede dan Danar. Merek terasa sama saja, membosankan malah. Ide cerita tidak terlalu original, malah seperti kisah-kisah klise ala FTV, tapi karena ini dari penulis Indonesia saya sih masih bisa memaklumi. Hmm, overall tiga bintang deh untuk Tere Liye dan buku ini. "
59,"Pertama kali tau novel ini waktu liburan ke Solo nginep dirumah mbak. Terbilang banyak koleksi novelnya (terutama tereliye) tapi entah kenapa tertarik banget sama satu judul novel ini. ""Daun yang jatuh tak pernah membenci angin"". 

Menurutku judul novel ini menarik, tapi ternyata cerita didalam novel ini justru lebih menarik. Sama sekali ga terbayang jalan cerita didalamnya.

Btw ini novel tere liye pertama yang aku baca dan cukup semalam buat ngerampungin ini novel. Meskipun Sad ending, tapi tetap novel ini punya kesan baik didiriku dan jadi cikal bakal buat aku baca karya2 tere liye yang lainnya."
61,"Novel ringan yang enak dibaca, ga perlu banyak loading dan roaming, cukup untuk refreshing. Dan cukup mengisi kebopengan hati yang butuh akan dongeng cinta, dalam hal ini hati saya. Dengan plot cerita yang cocok buat dijadiin FTV atau film based on books yang lagi ngetrend sekarang.
Meskipun, agak kaget juga ngeliat ratingnya yang tinggi, karna menurut saya itu overrated. Apa ini karna endingnya yang ""realistis""? Ga cukup ngaruh buat saya. Karna hampir keseluruhan isi dalam novel ini is too good to be true, dengan karakter dan jalan hidup yang terlalu ""smooth"", dibalik segala macam bumbu drama kemelankolisannya. Tiga udah lebih dari cukup."
62,"Daun yang jatuh tak akan membenci angin

Aku bukan daun! Dan aku tak pernah mau menjadi daun!

Aku mencintainya, itulah semua perasaanku.

Dan dia jelas-jelas bukan angin

Tere liye benar-benar hebat. Terlepas dari begitu panjang dan kontroversial judul yang dia berikan, buku ini memang hebat. Mengapa kontroversial? Baca saja! Apa daun pernah berbicara tentang dia yang membenci sesuatu yang menerbangkannya, angin? Apa daun cukup mampu untuk melakukan kegiatan curhat dengan Tere Liye atau siapapun tentang siapa yang dia sukai dan tidak? Tapi bagaimanapun, judulnya memang menarik dan langsung memberi kalimat tanya : What the hell the meaning is?

Tak cukup sampai di sini, gaya penulisan Tere Liye lagi-lagi memesona. Buku ini dikisahkan dalam satu hari, sejak pukul 20.00 sampai pukul 09.00. Keren. Unik. Saya menyebutnya one-day book. Juga, latar dalam buku ini adalah toko buku. Kurang keren apa? Toko buku selalu menjadi tempat meneduhkan. Apa lagi, kalau memang toko buku menjadi salah satu tempat yang penuh dengan kenangan.

***

Pernahkah kamu menyukai seseorang, bertahun-tahun, bahkan lebih dari sepuluh tahun? Pernahkah kamu menyukai seseorang, oom yang usianya terpaut lebih dari sepuluh tahun? Pernahkah kamu menyukai seseorang, tetapi dia menganggapmu hanya sebatas adik, tidak lebih?

Dulu Anne pernah bilang, orang yang memendam perasaan sering kali terjebak oleh hatinya sendiri. Sibuk merangkai semua kejadian di sekitarnya untuk membenarkan hatinya berharap. Sibuk menghubungkan banyak hal agar hatinya senang menimbun mimpi. Sehingga suatu ketika dia tidak tau lagi mana simpul yang nyata dan mana simpul yang dusta.

Tania did. Begini ceritanya, Tania (dulunya) hanya seorang gadis sangat kecil dengan rambut dikepang dua, berpita merah. Sepeninggal ayahnya, dia tinggal di sebuah rumah kardus bersama Dede (adiknya) dan ibunya yang sakit-sakitan. Tania dan Dede, selama itu pula harus mencari uang, mengamen, di mana pun. Suatu ketika di terminal, lain waktu di bis kota.

Semuanya perlahan berubah menjadi baik sejak pertemuan dengan seorang pria paruh baya, Danar Danar. Pertemuan di bis kota yang cukup mengerikan, mulai tampil sebagai pahlawan yang membantu meringankan luka Tania sehabis menginjak paku. Romantis, bahkan sangat nampak sebagai adegan kakak-adik

Semuanya baik-baik saja, sebelum Tania sadar tentang perasaannya. Dia masih sangat belia, tapi cemburu tetap muncul ketika melihat dia (Danar) sangat dekat dengan teman perempuannya, Ratna. Semuanya kembali menjadi buruk, ketika ibu Tania meninggal setelah berjuang selama beberapa bulan melewati kanker paru-paru stadium akhir.

Untung saja, Danar selalu ada. Sebagai kakak, sebagai ayah, sebagai ibu , sebagai guru, sebagai teman dekat, dia selalu ada. Tania tumbuh menjadi gadis yang sangat cerdas. Dia sukses mendapatkan beasiswa untuk bersekolah di Singapura dalam program siswa berprestasi ASEAN. Hingga kuliah, dia pun masih di Singapura, National University of Singapore. Selepas kuliah, dia bekerja di perusahaan pialang terbesar se-Asia Pasifik, dan masih di Singapura.

Ada yang membuatnya takut untuk pulang. Kenyataan bahwa dia-nya telah menikah, bukan dengannya. Padahal sebelum menentukan pilihannya dengan Ratna, Tania sudah lebih tinggi daripada Ratna. Tania sudah lebih cerdas daripada Ratna. Apa yang membuat dia masih memilih Ratna daripada Tania? Tak ada yang tahu pasti.

Sebuah misteri tentang potongan lego harus dipecahkan sendiri oleh Tania. Dua tahun sejak pernikahan Danar dan Ratna, Tania menerima rangkaian e-mail curhatan dari Ratna. Danar berubah. Tania harus pulang. Akhirnya, Tania memutuskan untuk terbang ke Jakarta untuk mencari tahu teka-teki apa yang sebenarnya terjadi. Bahkan Dede, -adiknya yang sebenarnya tahu segalanya enggan bercerita jujur. Ada apa?

Kalian penasaran? Baca sendiri!

***

Memang, ceritanya kedengaran klise, nyaris sama dengan sinetron murahan milik beberapa rumah produksi di Indonesia. Tapi, Tere Liye dengan bahasanya yang sederhana namun apik sangat mempengaruhi saya untuk membaca, larut dalam kesedihan yang terkuak pada akhirnya. Ya, bocorannya adalah buku ini berakhir dengan buruk, menurut saya.

Penokohan yang ditampilkan oleh Tere Liye juga manusiawi. Tania, dengan segala kelebihannya, dia menampilkan kepribadian yang paradoks. Baik, tapi jahat. Danar menjadi alasan kenapa dia bersikap dingin dengan setiap laki-laki yang mencoba dekat dengannya. Juga, Danar yang sangat bijaksana dengan wajah yang memberikan kebahagiaan bagi siapapun yang bersamanya, ternyata tak cukup berani untuk jujur dengan perasaannya sendiri. Saya berani bertaruh, dia termasuk dalam daftar big three lelaki terbodoh di dunia. Mungkin setelah Adolf Hitler dan Abu Nawas.

Buku ini memiliki cerita yang sebenarnya susah ditebak. Akhir cerita yang sangat mengecewakan terlalu mengejutkan hati, membuat saya harus mengurut dada karena beberapa adegan yang terlalu melukai perasaan.

***

Daun yang jatuh tak pernak membenci angin. Dia membiarkan dirinya jatuh begitu saja. Tak melawan. Mengikhlaskan semuanya. 



""Bahwa hidup harus menerima, penerimaan yang indah. Bahwa hidup harus mengerti, pengertian yang benar. Bahwa hidup harus memahami, pemahaman yang tulus.Tak peduli lewat apa penerimaan, pengertian, pemahaman itu datang. Tak masalah meski lewat kejadian yang sedih dan menyakitkan. Biarkan dia jatuh sebagaimana mestinya. Biarkan angin merengkuhnya, membawa pergi entah kemana. (Tere Liye, Daun yang Jatuh Tak Pernah Membenci Angin)"
63,"Bagus, menarik juga buat ukuran orang yang belinya randomly begitu. Tokohnya walaupun kurang srek tetapi gapapa, saya suka. Saya butuh hampir beberapa minggu untuk menuntaskan novel ini karena deadline tugas yang sudah di depan mata, pun novel ini hanyut banget dalam latar suasana yang sedih. Takut saya bacanya pas sudah setengah membaca. Tapi, after all saya kasih 3 saja, sebenarnya mau 3,5 tapi gak ada. Sukses selalu Tere Liye:)"
64,"""Orang yang memendam perasaan seringkali terjebak oleh hatinya sendiri. Sibuk merangkai semua kejadian di sekitarnya untuk membenarkan hatinya berharap. Sibuk menghubungkan banyak hal agar hatinya senang menimbun mimpi. Sehingga suatu ketika dia tidak tahu lagi mana simpul yang nyata dan mana simpul yang dusta.""

Pertama kali liat buku ini dan baca sinopsisnya, udah yakin kalo buku ini bakalan bikin saya nangis. Setelah sekian lama nahan-nahan untuk beli buku ini, akhirnya kesampean juga baca karena dapet tugas dari sekolah. Dan saya nyesel kenapa baru sekarang saya baca buku ini. Buku ini bagus banget. Saya suka jalan ceritanya, perjuangan Tania, semua kebaikan Danar, sampe ending yg bikin saya geregetan. Berharap akhir yang bahagia tapi saya juga bukan pembaca yang benci dengan akhir yang menyedihkan."
65,"Tertarik pengen baca buku ini karna judulnya yg unik, walau sempat ragu karena dari sinopsisnya ceritanya pasti mudah ketebak. Ya, alur ceritanya memang bisa saya terka, tapi inti ceritanya di luar dugaan! Gaya penulisannya pun luar biasa, dan endingnya ngeselin karna ngegantung, hahaa, keren deh Tere Liye :D"
67,"Novel yang sangat cantik, sekaligus mengharukan! Aku jatuh cinta dengan karakter Tania, apalagi dengan nama bebekpeking itu haha, pas aku baca itu, pecah sudah tawaku .. Keren, kata-katanya juga sangat simpel tapi cantik!!"
68,"aku terpaksa baca buku ini karena tugas, tapi WOW ceritanya ngebuat aku ngga enak badan. Penasaran apakah si Danar jatuh hati pada pandangan pertama (yang membuatnya kemungkinan menjadi pedofil) atau seiring berjalannya waktu? Yang pasti ngeliat reviewer nyamain novel ini dengan lolita dan masih bisa bilang ini novel romantis ngebuat aku m u a l :P"
70,"sedih... seperti judulnya.. daun yang jatuh tak pernah membenci angin.. novel tere liye selalu memiliki akhir yang ""aneh"".. tapi ini novel yang terdalam dari tere liye yang pernah aku baca"
71,"Baper maksimal. 
Suka sih sm cara berceritanya yg pake alur campur. Cuma klimaksnya aja, faktor pemicunya ga kuat. Krn dengan klimaks kyk gitu harusnya ada faktor pemicunya (yg bener2 kuat)."
72,selalu suka dengan semua karya tere liye yang aku baca termasuk ini!!!
73,
74,cerita yang bagus dengan ending yang bagus
75,bagus..alur ceritanya dekat dengan kehidupan..tapi akhirnya kurang puas
77,"Ada satu hal menyenangkan yang saya dapat setelah memutuskan untuk mematikan akses internet dari henpon saya untuk sementara waktu. Ianya adalah berhasil menghabiskan sebuah novel dalam sehari. Ayay! Entah kapan terakhir kali saya menghabiskan satu buku (buku ya bukan komik) hanya dalam sehari, sepertinya sudah lama sekali. 

Ketika henpon masih selalu terhubung internet, tiap kali saya tidak tahu mau melakukan apa, ketika terjebak momen untuk menunggu, istirahat sambil rebahan, maka henpon-lah teman pembunuh waktu. Tapi ketika dia sudah tidak terkoneksi internet, maka henpon itu tak ubahnya jam digital saja, hanya ditengok untuk mengetahui waktu. Itupun kalau saya sedang tidak mengenakan jam tangan.

Tapi kini beda, sambil menunggu saya mengeluarkan buku, dan membaca lembar demi lembarnya. Hingga buku yang sebenarnya juga tak terlalu tebal ini bisa khatam dalam hitungan jam.

[ah sudahlah Ludi, pengantarmu terlalu banyak *toyor diri sendiri*]

Novel ini adalah novel pertama Tere Liye yang saya baca. Padahal ini bukan novel Tere Liye pertama yang saya punya atau saya pinjam. Ceritanya tentang dua kakak beradik pengamen jalanan yang bertemu dengan seseorang baik hati. Kehadiran orang tsb seolah malaikat penolong bagi keluarga mereka. 

Kakak beradik itu bertemu dengan malaikat penolong mereka secara kebetulan di atas bis ketika mereka mengamen. Si kakak perempuan terkena paku payung di kakinya. Lalu pria (ya, malaikat penolongnya adalah seorang pria berusia 25 tahunan) membantu menyeka darahnya dengan sapu tangan yang ia bawa. Tidak hanya sampai disitu, akhirnya pria tsb membiayai sekolah mereka berdua dan juga membantu keuangan keluarganya.

Konflik utama novel ini adalah urusan perasaan. Heu. Karena si kakak perempuan akhirnya jatuh cinta pada pria tsb. Dia jatuh cinta sejak umurnya 11 tahun. Layaknya Yuni Shara dan Rafi Ahmad, perbedaan umur belasan tahun tidak menghalangi anak perempuan ini untuk melabuhkan cintanya (tsah, gw ngetik sendiri geli sendiri). Seorang gadis kecil berusia 11 tahun jatuh cinta pada pria dewasa berumur 25 tahun. Perasaan ini terpendam hingga si gadis menjadi wanita dewasa, sepuluh tahun kemudian.

Bagi saya, bagian paling menarik adalah di bagian awal novel ini. Yaitu ketika filosofi daun jatuh pertama disebutkan. Daun yang jatuh tak pernah membenci angin. Dia membiarkan dirinya jatuh begitu saja. Tak melawan. Mengikhlaskan semuanya. Inspiratif banget. Dan jadi semakin menarik karena rasanya insight-nya pas banget dengan hidup saya belakangan ini. Bahwa kita seharusnya mengikhlaskan segala sesuatu yang telah terjadi dalam hidup. Meridhoi segala ketentuanNya meskipun itu tidak sejalan dengan apa yang kita inginkan. Layaknya daun yang jatuh, meski ia terpaksa lepas dari pohon yang selama ini menghidupinya, ia tidak membenci angin.

Cara penuturannya juga menarik. Alurnya maju-mundur dengan sudut pandang orang pertama, Tania, si kakak perempuan. Tania di masa kini menceritakan perjalanan hidupnya sepuluh tahun lalu. Detail keadaan menit demi menit Tania bercerita digambarkan dengan apik tanpa tercampur dengan kisah masa lalunya.

Namun novel ini kurang seru buat saya karena saya sudah bisa menebak ceritanya dari awal. Yaya, meski tidak semua kejadian persis seperti prediksi saya, tapi garis besarnya sama. Dan ada seorang laki-laki jatuh cinta pada anak-anak berumur 12 tahun bagi saya terasa tidak masuk akal (maaf ya kalau spoiler, hehe). 12 tahun bagi saya masih anak-anak. Beberapa hari lalu ada pasien di ruang rawat anak perempuan berumur 12 tahun, anaknya memang tinggi. Tapi dari perilakunya tetap saja anak-anak. Barangkali memang ada kemungkinannya, tapi tetap saja aneh buat saya. Hehe.

Pada bagian akhir juga terasa terburu-buru. Setelah di tiga perempat novel kita terhanyut dengan cerita, terasa emosi dan konfliknya, perempat terakhir rasanya buru-buru. Saya tidak bisa menyelami dan ikut terbawa gereget-nya. Lepas aja gitu. 

Ada juga percakapan yang tidak tepat. Percakapan antara Tania dan Dede (adiknya), tapi Dede memanggil Tania dengan sebutan Kak Ratna, alih-alih Kak Tania. Dan itu sampai percakapan mereka selesai. Ganjil banget kan?

Saya beri novel ini 3 bintang, untuk skala 1-5. Bolehlah kalau begitu mulai sekarang saya baca novel Tere Liye lainnya. Hehe.

Oiya ini tambahan, ga penting sebenarnya, novel ini sukses untuk memancing ketertarikan saya di awal karena settingnya. Gerai fotokopian, town square, warung tenda makanan, rasanya semua familiar. Saya membatin kenapa latar tempatnya mirip sekali dengan margonda, eh ternyata benar. Tania bercerita dari lantai 2 toko buku di margonda. Jadi rasanya mudah sekali dibayangkan apa saja yang sedang Tania lihat saat itu. Otak saya tak berhenti-henti menebak tempat-tempat yang disebutkan oleh penulis dalam novel. Ah, Depok, bikin nostalgila."
79,"Dia bagai malaikat bagi keluarga kami. Merengkuh aku, adikku, dan Ibu dari kehidupan jalanan yang miskin dan nestapa. Memberikan makan, tempat berteduh, sekolah, dan janji masa depan yang lebih baik.

Dia sungguh bagai malaikat bagi keluarga kami. Memberikan kasih sayang, perhatian, dan teladan tanpa mengharap budi sekali pun. Dan lihatlah, aku membalas itu semua dengan membiarkan mekar perasaan ini.

Ibu benar, tak layak aku mencintai malaikat keluarga kami. Tak pantas. Maafkan aku Ibu. Perasaan kagum, terpesona, atau entahlah itu muncul tak tertahankan bahkan sejak rambutku masih dikepang dua.

Sekarang ketika aku tahu dia boleh jadi tidak pernah menganggapku lebih dari seorang adik yang tidak tahu diri, biarlah. Biarlah aku luruh ke bumi seperti sehelai daun daun yang tidak pernah membenci angina meski harus terenggutkan dari tangkai pohonnya.

Ini kisah tentang seorang gadis yang harus menerima kenyataan hidup dapat memutar balikkan hidupmu tanpa mengenal status atau derajat keluargamu. Tania, ia adalah gadis kelas enam SD yang hidup berkecukupan bersama dengan ayah, ibu dan seorang adik yang ia panggil Dede. Tapi di usianya yang masih belia, ia harus menjalani hidup yang tidak mengenakkan. Semua terjadi setelah ayah mereka meninggal dunia.

Ayah meninggal karena sakit dan meninggalkan keluarganya tanpa modal warisan sedikitpun. Mereka terpaksa pindah ke rumah kardus yang sangat kumuh karena kondisi keuangan yang tidak memungkinkan mereka untuk menetap di rumah yang laik. Hidup di lingkungan baru yang kumuh di pinggiran sungai membuat kondisi kesehatan ibu menurun. Ia tidak bisa bekerja untuk membiayai hidup sehari-hari bahkan biaya sekolah kedua anaknya. Mengetahui kondisi kesehatan ibu yang memburuk, membuat Tania dan Dede berhenti sekolah dan memutuskan mengamen mengumpulkan pundi uang.

Sampai suatu ketika Tania ditemani Dede mengamen di sebuah bus kota di waktu pulang kerja. Sebuah paku menancap kaki Tania membuatnya terluka dan bersimbah darah. Beruntungnya seorang malaikat yang duduk di dalam bus itu memperhatikan kakak beradik itu dan memberikan pertolongan seadanya untuk Tania. 

Tidak lama Tania tahu nama malaikat penolongnya adalah Danar. Seorang pria kantoran pada umumnya yang tanpa disangka menaruh kepedulian pada keluarga Tania yang melarat. Hari-hari berlanjut dan kebaikan Danar semakin jelas. Ia memberikan rumah sederhana untuk keluarga Tania tinggal. Memberikan sedikit modal untuk ibu Tania untuk berbisnis kue kecil-kecilan dan ribuan kebaikan berlimpah untuk keluarga Tania.

Tania yang bukan gadis kecil lagi bisa merasakan kebaikan pria itu. Ia bisa merasakan secercah harapan ketika bersama Danar. Waktu yang sering mereka habiskan bersama walau singkat menumbuhkan perasaan yang tidak biasa. Mungkinkah ini cinta? Jika ia sepertinya Tania telah membuat kesalahan yang fatal. Ia telah jatuh cinta pada malaikat penolongnya.

Pernahkah kalian mengenal istilah hangover ketika selesai membaca sebuah buku? 
Jika iya, kalian pasti tahu bagaimana perasaanku ketika selesai membaca buku ini. Aku benar-benar tidak percaya aku sudah membaca buku luar biasa seperti yang sedang kubuat reviewnya ini.

Ada sensasi sesak, pedih, terperangah ketika mengikuti arah cerita Tania setelah ia mulai menghabiskan banyak waktu bersama Danar. Penggunaan sudut pandang pertama Tania membuat saya mengerti cinta bisa tumbuh di hati setiap manusia tanpa mengenal batas usia dan juga status keluarga. 

Penulis membangun latar yang sangat dekat dengan masyarakat perkotaan. Macet, kumuh, sendu dan kelabu. Tapi penulis mampu mengemas cerita bersetting biasa seperti buku ini menjadi sangat menarik. Ditambah lagi pemilihan karakter yang sederhana dan lagi-lagi dekat dengan keseharian kita, tidak membuat saya jenuh untuk menyelesaikan buku ini dalam hitungan jam. Cepat sekali, walaupun buku ini tidak terlalu tebal seperti koleksi buku-buku kesukaan lainnya. Pengemasan cerita yang sangat banyak diisi narasi dan permainan alur dan plot membuat buku ini agak berta untuk yang tidak terbiasa membaca buku yang penuh twist dan pergulatan emosi.


Ya, buku ini sangat emosional, kontradiktif namun memikat. Membaca buku ini dijamin tidak akan membuatmu berhenti sebelum bisa menyelesaikannya. Dan untuk ending, bersiaplah kalian mungkin akan semakin merasa dilema, antara ingin membenci si penulis atau justru semakin tertantang untuk membaca buku karangan Tere Liye lainnya."
80,"Terbaik. Ga pernah bosen baca novel ini berkali kali, alur cerita yg ga bisa ditebak. Suka sekali dengan sosok Tania :)"
